id,label,text_a,text_b
4071,Positive,location - 1 - transit location,"location - 1 is a very large town , loads of good schools , good transport system , not a ancient as guildford , but quite historic in it ' s own way"
4072,None,location - 1 - general,"location - 1 is a very nice area that ' s near central london and a short tube ride ( or walk ) to restaurants , shopping , parks"
4073,None,location - 1 - price,"location - 1 is a very nice area that ' s near central london and a short tube ride ( or walk ) to restaurants , shopping , parks"
4074,None,location - 1 - safety,"location - 1 is a very nice area that ' s near central london and a short tube ride ( or walk ) to restaurants , shopping , parks"
4075,Positive,location - 1 - transit location,"location - 1 is a very nice area that ' s near central london and a short tube ride ( or walk ) to restaurants , shopping , parks"
4076,None,location - 1 - general,"you posted the same thing for dublin and liverpool it is a suburb of location - 1 , and really the built up area joins on with its neighbours"
4077,None,location - 1 - price,"you posted the same thing for dublin and liverpool it is a suburb of location - 1 , and really the built up area joins on with its neighbours"
4078,None,location - 1 - safety,"you posted the same thing for dublin and liverpool it is a suburb of location - 1 , and really the built up area joins on with its neighbours"
4079,None,location - 1 - transit location,"you posted the same thing for dublin and liverpool it is a suburb of location - 1 , and really the built up area joins on with its neighbours"
4080,None,location - 1 - general,location - 1 and yh u right da salat times are differnt coz u live in differnt parts of the area like on islam channel theres bout 120 sec differnce so if i were u i shouldnt worry as long as its set for ur area may allah reward 4 ur concern
4081,None,location - 1 - price,location - 1 and yh u right da salat times are differnt coz u live in differnt parts of the area like on islam channel theres bout 120 sec differnce so if i were u i shouldnt worry as long as its set for ur area may allah reward 4 ur concern
4082,None,location - 1 - safety,location - 1 and yh u right da salat times are differnt coz u live in differnt parts of the area like on islam channel theres bout 120 sec differnce so if i were u i shouldnt worry as long as its set for ur area may allah reward 4 ur concern
4083,None,location - 1 - transit location,location - 1 and yh u right da salat times are differnt coz u live in differnt parts of the area like on islam channel theres bout 120 sec differnce so if i were u i shouldnt worry as long as its set for ur area may allah reward 4 ur concern
4084,None,location - 1 - general,you can actually get the train directly from london airports to location - 1 too
4085,None,location - 1 - price,you can actually get the train directly from london airports to location - 1 too
4086,None,location - 1 - safety,you can actually get the train directly from london airports to location - 1 too
4087,Positive,location - 1 - transit location,you can actually get the train directly from london airports to location - 1 too
4088,Positive,location - 1 - general,i ' ve always loved the area around location - 1
4089,None,location - 1 - price,i ' ve always loved the area around location - 1
4090,None,location - 1 - safety,i ' ve always loved the area around location - 1
4091,None,location - 1 - transit location,i ' ve always loved the area around location - 1
4092,Positive,location - 1 - general,"location - 1 is much better and a nice area , i like it"
4093,None,location - 1 - price,"location - 1 is much better and a nice area , i like it"
4094,None,location - 1 - safety,"location - 1 is much better and a nice area , i like it"
4095,None,location - 1 - transit location,"location - 1 is much better and a nice area , i like it"
4096,Positive,location - 1 - general,location - 1 is te funzone
4097,None,location - 1 - price,location - 1 is te funzone
4098,None,location - 1 - safety,location - 1 is te funzone
4099,None,location - 1 - transit location,location - 1 is te funzone
4100,None,location - 1 - general,yes market traders are in location - 1 as are they widespread throughout the uk
4101,None,location - 1 - price,yes market traders are in location - 1 as are they widespread throughout the uk
4102,None,location - 1 - safety,yes market traders are in location - 1 as are they widespread throughout the uk
4103,None,location - 1 - transit location,yes market traders are in location - 1 as are they widespread throughout the uk
4104,Negative,location - 1 - general,the north side of location - 1 has characteristically `` inner london `` deprivation
4105,None,location - 1 - price,the north side of location - 1 has characteristically `` inner london `` deprivation
4106,None,location - 1 - safety,the north side of location - 1 has characteristically `` inner london `` deprivation
4107,None,location - 1 - transit location,the north side of location - 1 has characteristically `` inner london `` deprivation
4108,None,location - 1 - general,but then the old county of location - 1 still has it ' s county hall right slap bang in parliament square
4109,None,location - 1 - price,but then the old county of location - 1 still has it ' s county hall right slap bang in parliament square
4110,None,location - 1 - safety,but then the old county of location - 1 still has it ' s county hall right slap bang in parliament square
4111,None,location - 1 - transit location,but then the old county of location - 1 still has it ' s county hall right slap bang in parliament square
